"","id","lang","conversation_id","source","author_id","created_at","reply_settings","text","possibly_sensitive","referenced_tweets","in_reply_to_user_id","public_metrics.retweet_count","public_metrics.reply_count","public_metrics.like_count","public_metrics.quote_count","entities.urls","entities.annotations","entities.mentions","entities.hashtags","attachments.media_keys","attachments.poll_ids","engagement","engagement_categ","tweet_length","clean_tweet_length","time_of_day","is_weekend","upper_count","exclamation_count","hashtag_ct","mentions_ct","photos_count","videos_count","gifs_count","other_media_count","emojis_count","month","vader_sentiment","final_topic"
"101","1247544013940457472","en","1247544013940457472","Twitter Web App","8771022","2020-04-07T15:17:25.000Z","everyone","Our handcrafted espresso drinks make taste buds happy. <U+0001F917> Today and tomorrow, DD Perks members earn 3X points on every purchase, from Cappuccinos to Signature Lattes. For contactless order &amp; pay, we recommend ordering ahead through the app.<U+0001F44D> https://t.co/yPxbloXogS","FALSE","NULL",NA,"14","8","126","0","list(start = 245, end = 268, url = ""https://t.co/yPxbloXogS"", expanded_url = ""https://twitter.com/dunkindonuts/status/1247544013940457472/photo/1"", display_url = ""pic.twitter.com/yPxbloXogS"")","list(start = 134, end = 164, probability = 0.566, type = ""Product"", normalized_text = ""Cappuccinos to Signature Lattes"")","NULL","NULL","3_1247543909909217280","NULL","4.2","1","268","244","Afternoon","0","13","0","0","0","1","0","0","0","2","4"," 1","3"
"102","1247589722857320450","en","1247589722857320450","Twitter Web App","8771022","2020-04-07T18:19:03.000Z","everyone","We’re thankful for the brave healthcare workers keeping us running. To thank a hero, visit https://t.co/JVIKFwoYKw &amp; send them a Dunkin’ e-gift card. For every gift card purchased, we’ll donate $1, up to $100K, to the Dunkin’ Joy in Childhood Foundation’s COVID-19 relief fund.<U+2764><U+FE0F> https://t.co/YCxaqqhSOj","FALSE","NULL",NA,"46","6","229","6","list(start = c(91, 284, 284, 284, 284), end = c(114, 307, 307, 307, 307), url = c(""https://t.co/JVIKFwoYKw"", ""https://t.co/YCxaqqhSOj"", ""https://t.co/YCxaqqhSOj"", ""https://t.co/YCxaqqhSOj"", ""https://t.co/YCxaqqhSOj""), expanded_url = c(""http://DunkinCoffeeBreak.com"", ""https://twitter.com/dunkindonuts/status/1247589722857320450/photo/1"", ""https://twitter.com/dunkindonuts/status/1247589722857320450/photo/1"", ""https://twitter.com/dunkindonuts/status/1247589722857320450/photo/1"", ""https://twitter.com/dunkindonuts/status/1247589722857320450/photo/1""
), display_url = c(""DunkinCoffeeBreak.com"", ""pic.twitter.com/YCxaqqhSOj"", ""pic.twitter.com/YCxaqqhSOj"", ""pic.twitter.com/YCxaqqhSOj"", ""pic.twitter.com/YCxaqqhSOj""))","list(start = c(129, 218), end = c(134, 252), probability = c(0.5201, 0.3798), type = c(""Organization"", ""Organization""), normalized_text = c(""Dunkin"", ""Dunkin’ Joy in Childhood Foundation""))","NULL","NULL","c(""3_1247584647741136897"", ""3_1247584647753719809"", ""3_1247584647736950790"", ""3_1247584647745351682"")","NULL","16.2","3","307","260","Evening","0","25","0","0","0","4","0","0","0","1","4"," 1","1"
"103","1247646004486307843","en","1247646004486307843","Twitter Web App","8771022","2020-04-07T22:02:42.000Z","everyone","Support your local restaurants today<U+2764><U+FE0F> https://t.co/pPYBHKBItJ","FALSE","list(type = ""quoted"", id = ""1247529360661172225"")",NA,"8","5","77","1","list(start = 39, end = 62, url = ""https://t.co/pPYBHKBItJ"", expanded_url = ""https://twitter.com/TheGATakeout/status/1247529360661172225"", display_url = ""twitter.com/TheGATakeout/s…"")","NULL","NULL","NULL","NULL","NULL","2.8","1","62","38","Evening","0","9","0","0","0","0","0","0","0","1","4"," 1","7"
"104","1247670926243659776","en","1247670926243659776","Twitter for iPhone","8771022","2020-04-07T23:41:44.000Z","everyone","Idk about you, but we needed this <U+0001F369><U+0001F315> https://t.co/vYkmOl7ubf","FALSE","NULL",NA,"50","12","326","10","list(start = 37, end = 60, url = ""https://t.co/vYkmOl7ubf"", expanded_url = ""https://twitter.com/dunkindonuts/status/1247670926243659776/photo/1"", display_url = ""pic.twitter.com/vYkmOl7ubf"")","NULL","NULL","NULL","3_1247670920849887233","NULL","19","3","60","36","Evening","0","3","0","0","0","1","0","0","0","2","4","-1","7"
"105","1247883733773975552","en","1247883733773975552","Twitter Web App","8771022","2020-04-08T13:47:21.000Z","everyone","Today only: DD Perks Members earn 3X points on our rich, smooth espresso drinks. Choose a cappuccino, macchiato or Signature Latte &amp; add a little handcrafted happiness to your day. <U+0001F917> Not a member? Download the Dunkin’ App to join. https://t.co/iUXmIHCnGr","FALSE","NULL",NA,"32","14","194","5","list(start = 235, end = 258, url = ""https://t.co/iUXmIHCnGr"", expanded_url = ""https://twitter.com/dunkindonuts/status/1247883733773975552/photo/1"", display_url = ""pic.twitter.com/iUXmIHCnGr"")","list(start = c(115, 211), end = c(129, 216), probability = c(0.6848, 0.4205), type = c(""Product"", ""Organization""), normalized_text = c(""Signature Latte"", ""Dunkin""))","NULL","NULL","3_1247883688077070336","NULL","11.6","2","258","234","Afternoon","0","19","1","0","0","1","0","0","0","1","4"," 1","3"
"106","1247898129585688585","en","1247898129585688585","Sprinklr","8771022","2020-04-08T14:44:33.000Z","everyone","We’ve got your back. You can get FREE delivery from nearly 3,000 locations on @Grubhub through 4,19. <U+0001F697> Visit https://t.co/kpbiUn4CcC to find out if delivery is available near you.<U+2764><U+FE0F>Minimum $10 purchase. One free delivery per order. At participating locations. https://t.co/BhwYeyoXQm","FALSE","NULL",NA,"28","8","138","10","list(start = c(109, 260), end = c(132, 283), url = c(""https://t.co/kpbiUn4CcC"", ""https://t.co/BhwYeyoXQm""), expanded_url = c(""http://grubhub.com/food/dunkin"", ""https://twitter.com/dunkindonuts/status/1247898129585688585/photo/1""), display_url = c(""grubhub.com/food/dunkin"", ""pic.twitter.com/BhwYeyoXQm""))","NULL","list(start = 78, end = 86, username = ""Grubhub"", id = ""15897147"")","NULL","3_1247898127287255041","NULL","12.4","2","283","236","Afternoon","0","18","0","0","1","1","0","0","0","2","4"," 1","6"
"107","1248219111387250688","en","1248219111387250688","Sprinklr","8771022","2020-04-09T12:00:01.000Z","everyone","DD Perks Members: Make the day a whole lot sweeter with 3X points on family-sized favorites: a half dozen or 1 dozen donuts, or 10-, 25-, 50- count Munchkins, now through Sunday, 4/12. <U+0001F60B><U+0001F369>Not a DD Perks Member? Download the app to learn more. https://t.co/QJhjSmhlNr","FALSE","NULL",NA,"21","6","139","5","list(start = 242, end = 265, url = ""https://t.co/QJhjSmhlNr"", expanded_url = ""https://twitter.com/dunkindonuts/status/1248219111387250688/photo/1"", display_url = ""pic.twitter.com/QJhjSmhlNr"")","NULL","NULL","NULL","3_1248219109482889217","NULL","8.3","2","265","241","Afternoon","0","18","1","0","0","1","0","0","0","2","4"," 1","3"
"108","1248279584954552320","en","1248279584954552320","Twitter Web App","8771022","2020-04-09T16:00:19.000Z","everyone","Why you should download our Dunkin-ized video chat backgrounds:
1<U+FE0F><U+20E3>Get an award for most fun person <U+2728>
2<U+FE0F><U+20E3>Hide your pile of laundry <U+0001F9E6>
3<U+FE0F><U+20E3>Coffee &amp; donuts make people happy <U+0001F369><U+2615><U+FE0F>
Psst… there’s more available on our blog: https://t.co/u7JHA0g4q7 https://t.co/fVPcDCJCEl","FALSE","NULL",NA,"20","3","94","3","list(start = c(220, 244, 244, 244, 244), end = c(243, 267, 267, 267, 267), url = c(""https://t.co/u7JHA0g4q7"", ""https://t.co/fVPcDCJCEl"", ""https://t.co/fVPcDCJCEl"", ""https://t.co/fVPcDCJCEl"", ""https://t.co/fVPcDCJCEl""), expanded_url = c(""https://bit.ly/2UTxm7C"", ""https://twitter.com/dunkindonuts/status/1248279584954552320/photo/1"", ""https://twitter.com/dunkindonuts/status/1248279584954552320/photo/1"", ""https://twitter.com/dunkindonuts/status/1248279584954552320/photo/1"", ""https://twitter.com/dunkindonuts/status/1248279584954552320/photo/1""
), display_url = c(""bit.ly/2UTxm7C"", ""pic.twitter.com/fVPcDCJCEl"", ""pic.twitter.com/fVPcDCJCEl"", ""pic.twitter.com/fVPcDCJCEl"", ""pic.twitter.com/fVPcDCJCEl""))","list(start = 28, end = 33, probability = 0.5429, type = ""Product"", normalized_text = ""Dunkin"")","NULL","NULL","c(""3_1248279396101718017"", ""3_1248279396223340544"", ""3_1248279396378480645"", ""3_1248279396508557312"")","NULL","7.2","2","267","219","Afternoon","0","16","0","0","0","4","0","0","0","7","4"," 1","2"
"109","1248582579856510976","en","1248582579856510976","Twitter Web App","8771022","2020-04-10T12:04:19.000Z","everyone","DD Perks Members, don't forget to use your Dunkin' app to order ahead for today, FREE DONUT FRIDAY! Get your FREE donut when you purchase any beverage. <U+0001F369><U+0001F64C>","FALSE","NULL",NA,"15","26","84","6","NULL","list(start = 43, end = 48, probability = 0.4614, type = ""Product"", normalized_text = ""Dunkin"")","NULL","NULL","NULL","1248582579261001730","6.9","2","154","154","Afternoon","0","25","1","0","0","0","0","0","0","2","4"," 1","3"
"110","1248946464820277250","en","1248946464820277250","Twitter Web App","8771022","2020-04-11T12:10:16.000Z","everyone","A heartfelt thank you to the healthcare workers and first responders.<U+2764><U+FE0F>If you’d like to thank your hero, send them a Dunkin’ e-gift card from https://t.co/JVIKFwoYKw<U+0001F917> For every e-gift card purchased, we will donate $1 to the Dunkin’ JICF’s COVID-19 relief funds, up to $100K. https://t.co/9p53aH2W30","FALSE","NULL",NA,"37","7","203","6","list(start = c(142, 276, 276, 276, 276), end = c(165, 299, 299, 299, 299), url = c(""https://t.co/JVIKFwoYKw"", ""https://t.co/9p53aH2W30"", ""https://t.co/9p53aH2W30"", ""https://t.co/9p53aH2W30"", ""https://t.co/9p53aH2W30""), expanded_url = c(""http://DunkinCoffeeBreak.com"", ""https://twitter.com/dunkindonuts/status/1248946464820277250/photo/1"", ""https://twitter.com/dunkindonuts/status/1248946464820277250/photo/1"", ""https://twitter.com/dunkindonuts/status/1248946464820277250/photo/1"", ""https://twitter.com/dunkindonuts/status/1248946464820277250/photo/1""
), display_url = c(""DunkinCoffeeBreak.com"", ""pic.twitter.com/9p53aH2W30"", ""pic.twitter.com/9p53aH2W30"", ""pic.twitter.com/9p53aH2W30"", ""pic.twitter.com/9p53aH2W30""))","list(start = 226, end = 231, probability = 0.8019, type = ""Organization"", normalized_text = ""Dunkin"")","NULL","NULL","c(""3_1248946032022564865"", ""3_1248946032031027201"", ""3_1248946032026759169"", ""3_1248946032035102721"")","NULL","13.5","2","299","252","Afternoon","1","24","0","0","0","4","0","0","0","2","4"," 1","1"
"111","1249002046407270406","en","1249002046407270406","Twitter Web App","8771022","2020-04-11T15:51:07.000Z","everyone","Thank you to the medical staff @MountSinaiNYC for your countless hours being put in during this difficult time. This past week, we partnered with our Dunkin’ Franchisees of Metro New York to deliver +10,000 donuts to several Mount Sinai Hospital locations to keep them runnin’! <U+0001F369> https://t.co/ZfqDGJGt0H","FALSE","NULL",NA,"36","7","318","7","list(start = c(280, 280, 280, 280), end = c(303, 303, 303, 303), url = c(""https://t.co/ZfqDGJGt0H"", ""https://t.co/ZfqDGJGt0H"", ""https://t.co/ZfqDGJGt0H"", ""https://t.co/ZfqDGJGt0H""), expanded_url = c(""https://twitter.com/dunkindonuts/status/1249002046407270406/photo/1"", ""https://twitter.com/dunkindonuts/status/1249002046407270406/photo/1"", ""https://twitter.com/dunkindonuts/status/1249002046407270406/photo/1"", ""https://twitter.com/dunkindonuts/status/1249002046407270406/photo/1""), display_url = c(""pic.twitter.com/ZfqDGJGt0H"", 
""pic.twitter.com/ZfqDGJGt0H"", ""pic.twitter.com/ZfqDGJGt0H"", ""pic.twitter.com/ZfqDGJGt0H""))","list(start = c(150, 173, 225), end = c(155, 186, 244), probability = c(0.6971, 0.5628, 0.6756), type = c(""Organization"", ""Place"", ""Place""), normalized_text = c(""Dunkin"", ""Metro New York"", ""Mount Sinai Hospital""))","list(start = 31, end = 45, username = ""MountSinaiNYC"", id = ""54641489"")","NULL","c(""3_1249002027147034624"", ""3_1249002027159519236"", ""3_1249002027151241217"", ""3_1249002027167997953"")","NULL","13.6","2","303","279","Afternoon","1","21","1","0","1","4","0","0","0","1","4"," 0","4"
"112","1249298636074344450","en","1249298636074344450","Sprinklr","8771022","2020-04-12T11:29:40.000Z","everyone","Today’s the day to score big points <U+2728> DD Perks Members get 3x points on family-sized treats: a half dozen or 1 dozen donuts, or 10-, 25-, 50- count Munchkins. Offer ends today, 4/12. For contactless order &amp; pay, we recommend ordering ahead through the Dunkin' app.<U+0001F44D> https://t.co/ekbdy8LIgl","FALSE","NULL",NA,"13","14","140","6","list(start = 270, end = 293, url = ""https://t.co/ekbdy8LIgl"", expanded_url = ""https://twitter.com/dunkindonuts/status/1249298636074344450/photo/1"", display_url = ""pic.twitter.com/ekbdy8LIgl"")","list(start = 252, end = 257, probability = 0.8183, type = ""Organization"", normalized_text = ""Dunkin"")","NULL","NULL","3_1249298633746456576","NULL","6.3","1","293","269","Morning","1","11","0","0","0","1","0","0","0","2","4"," 1","3"
"113","1249808036211851270","en","1249808036211851270","Twitter Web App","8771022","2020-04-13T21:13:50.000Z","everyone","""We show up and suit up regardless. We’re fighting an invisible enemy, but through it all we’ve built more community, courage and strength.” - Jacqueline, PAC at UMASS Memorial Medical Center in Worcester, MA <U+2764><U+FE0F> Thank you to the heroes keeping us running. <U+0001F917> https://t.co/naij3yOcqC","FALSE","NULL",NA,"30","9","284","4","list(start = 258, end = 281, url = ""https://t.co/naij3yOcqC"", expanded_url = ""https://twitter.com/dunkindonuts/status/1249808036211851270/photo/1"", display_url = ""pic.twitter.com/naij3yOcqC"")","list(start = c(143, 162, 195), end = c(157, 190, 207), probability = c(0.5084, 0.6432, 0.7016), type = c(""Person"", ""Organization"", ""Place""), normalized_text = c(""Jacqueline, PAC"", ""UMASS Memorial Medical Center"", ""Worcester, MA""))","NULL","NULL","3_1249807959623962624","NULL","10.6","2","281","257","Evening","0","20","0","0","0","1","0","0","0","2","4"," 1","7"
"114","1250488158023802880","en","1250488158023802880","Twitter Web App","8771022","2020-04-15T18:16:24.000Z","everyone","We're so thankful for these brave healthcare workers <U+2764><U+FE0F> We're proud to help keep them running. <U+0001F917> https://t.co/MfnVkbsZrV","FALSE","list(type = ""quoted"", id = ""1250468598453239809"")",NA,"26","4","204","3","list(start = 97, end = 120, url = ""https://t.co/MfnVkbsZrV"", expanded_url = ""https://twitter.com/YNHH/status/1250468598453239809"", display_url = ""twitter.com/YNHH/status/12…"")","NULL","NULL","NULL","NULL","NULL","9","2","120","96","Evening","0","6","0","0","0","0","0","0","0","2","4"," 1","7"
"115","1250514428178595841","en","1250514428178595841","Twitter Web App","8771022","2020-04-15T20:00:47.000Z","everyone","We’re thankful for the heroes working tirelessly to protect their communities.<U+2764><U+FE0F>If you’d like to thank a hero, send them a Dunkin’ e-gift card from https://t.co/JVIKFwoYKw. For every e-gift card purchased, we'll donate $1 to the Dunkin’ JICF COVID-19 relief funds, up to $100K.<U+0001F917> https://t.co/j5kiMwtQMt","FALSE","NULL",NA,"16","7","101","3","list(start = c(148, 279), end = c(171, 302), url = c(""https://t.co/JVIKFwoYKw"", ""https://t.co/j5kiMwtQMt""), expanded_url = c(""http://DunkinCoffeeBreak.com"", ""https://twitter.com/dunkindonuts/status/1250514428178595841/video/1""), display_url = c(""DunkinCoffeeBreak.com"", ""pic.twitter.com/j5kiMwtQMt""))","list(start = 229, end = 234, probability = 0.8186, type = ""Organization"", normalized_text = ""Dunkin"")","NULL","NULL","7_1250512036896931845","NULL","6","1","302","254","Evening","0","25","0","0","0","0","0","0","1","2","4"," 1","1"
"116","1250849697218076674","en","1250849697218076674","Twitter Web App","8771022","2020-04-16T18:13:02.000Z","everyone","<U+0001F44F> Greatest. Grandpa. Ever.<U+0001F44F>Papa Kevin delivered Munchkins out of thin air for his three grandchildren who live <U+2153> of a mile away, and it made their day.<U+2764> #SomeGoodNews https://t.co/XOQFzP5Y8u","FALSE","NULL",NA,"16","2","113","6","list(start = 167, end = 190, url = ""https://t.co/XOQFzP5Y8u"", expanded_url = ""https://twitter.com/dunkindonuts/status/1250849697218076674/video/1"", display_url = ""pic.twitter.com/XOQFzP5Y8u"")","list(start = 29, end = 38, probability = 0.9505, type = ""Person"", normalized_text = ""Papa Kevin"")","NULL","list(start = 153, end = 166, tag = ""SomeGoodNews"")","7_1250849343843774466","NULL","7.2","2","190","152","Evening","0","15","0","1","0","0","0","0","1","2","4"," 1","2"
"117","1250916030983143433","en","1250916030983143433","Twitter Web App","8771022","2020-04-16T22:36:37.000Z","everyone","Thank you to all of our healthcare heroes on the frontline <U+2764><U+FE0F> https://t.co/jtvApQJgN5","FALSE","list(type = ""quoted"", id = ""1250844208199499784"")",NA,"12","0","110","0","list(start = 62, end = 85, url = ""https://t.co/jtvApQJgN5"", expanded_url = ""https://twitter.com/LurieChildrens/status/1250844208199499784"", display_url = ""twitter.com/LurieChildrens…"")","NULL","NULL","NULL","NULL","NULL","3.6","1","85","61","Evening","0","5","0","0","0","0","0","0","0","1","4"," 1","7"
"118","1250919937708904449","en","1250919937708904449","Twitter Web App","8771022","2020-04-16T22:52:08.000Z","everyone","DD Perks Members, we've got your back! And tomorrow it’s the sweetest day of the week: Free Donut Friday! <U+2728>Get a free donut when you buy any beverage. Which donut will you pick tomorrow? <U+0001F369>","FALSE","NULL",NA,"25","38","102","10","NULL","NULL","NULL","NULL","NULL","1250919937310367745","11.5","2","188","188","Evening","0","10","3","0","0","0","0","0","0","2","4"," 1","3"
"119","1251224333487353856","en","1251224333487353856","Twitter Web App","8771022","2020-04-17T19:01:42.000Z","everyone","You can only choose 3<U+FE0F><U+20E3> . Comment below <U+0001F4DD> https://t.co/uOfa0iMfgy","FALSE","NULL",NA,"76","484","722","163","list(start = 42, end = 65, url = ""https://t.co/uOfa0iMfgy"", expanded_url = ""https://twitter.com/dunkindonuts/status/1251224333487353856/photo/1"", display_url = ""pic.twitter.com/uOfa0iMfgy"")","NULL","NULL","NULL","3_1251224236619968513","NULL","88","4","65","41","Evening","0","4","0","0","0","1","0","0","0","2","4"," 0","7"
"120","1251491803729190912","en","1251491803729190912","Sprinklr","8771022","2020-04-18T12:44:32.000Z","everyone","It’s almost your last chance to get FREE delivery from nearly 3,000 locations on @Grubhub, through 4/19. <U+0001F697><U+0001F369> Visit https://t.co/kpbiUmN1l4 to find out if delivery is available near you. Minimum $10 purchase. One free delivery per order. At participating locations. https://t.co/gIKg7SoYhc","FALSE","NULL",NA,"15","4","96","0","list(start = c(114, 264), end = c(137, 287), url = c(""https://t.co/kpbiUmN1l4"", ""https://t.co/gIKg7SoYhc""), expanded_url = c(""http://grubhub.com/food/dunkin"", ""https://twitter.com/dunkindonuts/status/1251491803729190912/photo/1""), display_url = c(""grubhub.com/food/dunkin"", ""pic.twitter.com/gIKg7SoYhc""))","NULL","list(start = 81, end = 89, username = ""Grubhub"", id = ""15897147"")","NULL","3_1251491802214957057","NULL","4.5","1","287","240","Afternoon","1","16","0","0","1","1","0","0","0","2","4"," 1","6"
"121","1251556120805679105","en","1251556120805679105","Sprinklr","8771022","2020-04-18T17:00:06.000Z","everyone","To help organizations on the front lines of the pandemic, our Dunkin’ JICF announced $1.25M in grant funding. Grant recipients Building Audacity &amp; @LaCasaDeAmistad used their funds to help families affected by COVID-19. <U+2764><U+FE0F>Learn more here: https://t.co/g39RTfmeFs https://t.co/AAmh2Rs1HT","FALSE","NULL",NA,"11","5","84","3","list(start = c(243, 267), end = c(266, 290), url = c(""https://t.co/g39RTfmeFs"", ""https://t.co/AAmh2Rs1HT""), expanded_url = c(""http://spr.ly/601012KwY"", ""https://twitter.com/dunkindonuts/status/1251556120805679105/video/1""), display_url = c(""spr.ly/601012KwY"", ""pic.twitter.com/AAmh2Rs1HT""))","list(start = 62, end = 67, probability = 0.9236, type = ""Organization"", normalized_text = ""Dunkin"")","list(start = 151, end = 167, username = ""LaCasaDeAmistad"", id = ""1665047263"")","NULL","13_1251556067290603522","NULL","4.5","1","290","242","Afternoon","1","28","0","0","1","0","1","0","0","1","4"," 1","1"
"122","1252285103033790465","en","1252285103033790465","Twitter Web App","8771022","2020-04-20T17:16:49.000Z","everyone","While our hometown #BostonMarathon would've been today, we're still raising a cup to all the brave Bostonians in this new marathon. Send a small thanks to your Boston hero, at https://t.co/lRg6vlQNlY. We’ll donate $1 for every e-gift card to our JICF COVID-19 relief funds. <U+2764><U+FE0F> https://t.co/opuMarOQng","FALSE","NULL",NA,"7","3","102","0","list(start = c(176, 277), end = c(199, 300), url = c(""https://t.co/lRg6vlQNlY"", ""https://t.co/opuMarOQng""), expanded_url = c(""http://Dunkincoffeebreak.com"", ""https://twitter.com/dunkindonuts/status/1252285103033790465/photo/1""), display_url = c(""Dunkincoffeebreak.com"", ""pic.twitter.com/opuMarOQng""))","list(start = 160, end = 165, probability = 0.7183, type = ""Place"", normalized_text = ""Boston"")","NULL","list(start = 19, end = 34, tag = ""BostonMarathon"")","16_1252285031814479874","NULL","2.1","1","300","237","Afternoon","0","23","0","1","0","0","0","1","0","1","4"," 1","1"
"123","1252311183257997312","en","1252311183257997312","Twitter Web App","8771022","2020-04-20T19:00:27.000Z","everyone","The safety of crew and guests is our top priority.<U+2764><U+FE0F>Our safety precautions are extensive, so even though the world is running differently these days, we are doing all we can to keep you running. https://t.co/3OTE4YSaC2","FALSE","NULL",NA,"11","14","103","5","list(start = 195, end = 218, url = ""https://t.co/3OTE4YSaC2"", expanded_url = ""https://twitter.com/dunkindonuts/status/1252311183257997312/video/1"", display_url = ""pic.twitter.com/3OTE4YSaC2"")","NULL","NULL","NULL","7_1252300004741591049","NULL","5.3","1","218","194","Evening","0","8","0","0","0","0","0","0","1","1","4"," 1","1"
"124","1252351260218388482","en","1252351260218388482","Twitter Web App","8771022","2020-04-20T21:39:42.000Z","everyone","We love this: Members of the Charles River Running Club are running their own version of the Marathon today in Norwood, MA to raise money for local restaurants, helping to feed frontline workers. They've already raised $16K! Go team.<U+2764><U+FE0F> https://t.co/ZgHX07VPjj","FALSE","NULL",NA,"12","4","139","2","list(start = c(236, 236), end = c(259, 259), url = c(""https://t.co/ZgHX07VPjj"", ""https://t.co/ZgHX07VPjj""), expanded_url = c(""https://twitter.com/dunkindonuts/status/1252351260218388482/photo/1"", ""https://twitter.com/dunkindonuts/status/1252351260218388482/photo/1""), display_url = c(""pic.twitter.com/ZgHX07VPjj"", ""pic.twitter.com/ZgHX07VPjj""))","list(start = c(29, 111), end = c(54, 121), probability = c(0.8864, 0.8075), type = c(""Organization"", ""Place""), normalized_text = c(""Charles River Running Club"", ""Norwood, MA""))","NULL","NULL","c(""3_1252351023366017026"", ""3_1252351067376848899"")","NULL","4.4","1","259","235","Evening","0","18","1","0","0","2","0","0","0","1","4"," 1","6"
"125","1252994713516457989","en","1252994713516457989","Twitter Web App","8771022","2020-04-22T16:16:33.000Z","everyone","We’re joining forces with 1.7 million @girlscouts who need our support by hosting a #VirtualCookieBooth. Share the green square, challenge others, &amp; buy or donate cookies to frontline workers &amp; causes in need. We nominate @Keurig to join in! (https://t.co/vaD6k5UeMV) https://t.co/Ja3ToQtUNf","FALSE","NULL",NA,"21","3","100","4","list(start = c(251, 276), end = c(274, 299), url = c(""https://t.co/vaD6k5UeMV"", ""https://t.co/Ja3ToQtUNf""), expanded_url = c(""https://www.girlscouts.org/en/cookie-care.html"", ""https://twitter.com/dunkindonuts/status/1252994713516457989/photo/1""), display_url = c(""girlscouts.org/en/cookie-care…"", ""pic.twitter.com/Ja3ToQtUNf""))","NULL","list(start = c(38, 230), end = c(49, 237), username = c(""girlscouts"", ""Keurig""), id = c(""103018203"", ""33330562""))","list(start = 84, end = 103, tag = ""VirtualCookieBooth"")","3_1252994366106415107","NULL","7.9","2","299","231","Afternoon","0","16","1","1","2","1","0","0","0","0","4"," 1","7"
"126","1253007651996340233","en","1253007651996340233","Twitter Web App","8771022","2020-04-22T17:07:58.000Z","everyone","Let’s raise a cup to all the employees around the country changing the way they work.<U+2615><U+FE0F> Like this Dunkin' crew in Dickson City, PA who went from making coffees to making masks for a local nursing home.<U+0001F9E1> https://t.co/zCzjzzrYnz","FALSE","NULL",NA,"19","12","163","2","list(start = 203, end = 226, url = ""https://t.co/zCzjzzrYnz"", expanded_url = ""https://twitter.com/dunkindonuts/status/1253007651996340233/video/1"", display_url = ""pic.twitter.com/zCzjzzrYnz"")","list(start = c(98, 114), end = c(103, 129), probability = c(0.5631, 0.9104), type = c(""Organization"", ""Place""), normalized_text = c(""Dunkin"", ""Dickson City, PA""))","NULL","NULL","7_1252993519934996483","NULL","6.5","1","226","202","Afternoon","0","9","0","0","0","0","0","0","1","2","4"," 1","5"
"127","1253410164750729216","en","1253410164750729216","Twitter Web App","8771022","2020-04-23T19:47:25.000Z","everyone","DD Perks Members: Don't forget that tomorrow is Free Donut Friday!<U+2728>It's your chance to get a FREE Donut with any beverage purchase.<U+0001F369> How will you be getting yours tomorrow?","FALSE","NULL",NA,"27","29","132","3","NULL","NULL","NULL","NULL","NULL","1253410163689762817","9.3","2","172","172","Evening","0","15","2","0","0","0","0","0","0","2","4"," 1","3"
"128","1253805854471663617","en","1253805854471663617","Sprinklr","8771022","2020-04-24T21:59:44.000Z","everyone","We’ve got your back, plus bonus points! <U+2728>This weekend (4/25–4/26), DD Perks members can earn 50 bonus points when they order two select Dunkin’ food items, &amp; 100 bonus points when they order three or more. Not a DD Perks member? Download the app to learn more. https://t.co/CiKl7Ap74x","FALSE","NULL",NA,"12","8","104","2","list(start = 265, end = 288, url = ""https://t.co/CiKl7Ap74x"", expanded_url = ""https://twitter.com/dunkindonuts/status/1253805854471663617/photo/1"", display_url = ""pic.twitter.com/CiKl7Ap74x"")","list(start = 136, end = 141, probability = 0.6613, type = ""Organization"", normalized_text = ""Dunkin"")","NULL","NULL","3_1253805852793896962","NULL","4.4","1","288","264","Evening","0","14","2","0","0","1","0","0","0","1","4"," 1","3"
"129","1254009677098168321","en","1254009677098168321","Sprinklr","8771022","2020-04-25T11:29:40.000Z","everyone","Upgrade your WFH (Weekending from Home) with a little Dunkin’ Brunchin’! <U+2615><U+FE0F><U+0001F369>Today &amp; tomorrow (4/25–4/26), DD Perks members can earn 50 bonus points on two select food items, &amp; 100 bonus points on three or more. Not a DD Perks member? Download the app to learn more. https://t.co/W4BSBfWjBm","FALSE","NULL",NA,"20","16","148","4","list(start = 274, end = 297, url = ""https://t.co/W4BSBfWjBm"", expanded_url = ""https://twitter.com/dunkindonuts/status/1254009677098168321/photo/1"", display_url = ""pic.twitter.com/W4BSBfWjBm"")","NULL","NULL","NULL","3_1254009675638607873","NULL","7.6","2","297","273","Morning","1","23","2","0","0","1","0","0","0","2","4"," 1","3"
"130","1254883992819716096","en","1254883992819716096","Twitter Web App","8771022","2020-04-27T21:23:53.000Z","everyone","This takes the cake. Happy bday! https://t.co/TMS3qIZHUA","FALSE","list(type = ""quoted"", id = ""1254788509321158656"")",NA,"10","3","198","3","list(start = 33, end = 56, url = ""https://t.co/TMS3qIZHUA"", expanded_url = ""https://twitter.com/Gitawine/status/1254788509321158656"", display_url = ""twitter.com/Gitawine/statu…"")","NULL","NULL","NULL","NULL","NULL","4.2","1","56","32","Evening","0","10","1","0","0","0","0","0","0","0","4"," 1","7"
